model,noise,type,PSNR,MSE
DnCNN,poi50,denoised,27.82362655,0.001650583
DnCNN,poi50,original,14.05585056,0.039302026
DnCNN,poi50,denoised,27.61186504,0.00173306
DnCNN,poi50,original,14.06588932,0.039211284
DnCNN,poi50,denoised,27.91921243,0.001614651
DnCNN,poi50,original,14.16187604,0.038354153
DnCNN,poi50,denoised,28.31688242,0.00147337
DnCNN,poi50,original,14.13387482,0.038602241
DnCNN,poi50,denoised,28.41245822,0.001441299
DnCNN,poi50,original,14.09075426,0.038987427
DnCNN,poi50,denoised,28.34146269,0.001465054
DnCNN,poi50,original,14.15142461,0.038446565
DnCNN,poi50,denoised,28.44421797,0.001430798
DnCNN,poi50,original,14.10549091,0.038855358
DnCNN,poi50,denoised,28.36270971,0.001457904
DnCNN,poi50,original,14.09996231,0.038904852
DnCNN,poi50,denoised,28.34545388,0.001463709
DnCNN,poi50,original,14.14811786,0.038475849
DnCNN,poi50,denoised,28.42915867,0.001435768
DnCNN,poi50,original,14.13304902,0.038609582
DnCNN,poi50,denoised,28.33599133,0.001466901
DnCNN,poi50,original,14.17392995,0.038247848
DnCNN,poi50,denoised,27.66242142,0.001713002
DnCNN,poi50,original,14.15837254,0.038385106
DnCNN,poi50,denoised,27.76628439,0.001672521
DnCNN,poi50,original,14.1174516,0.038748495
DnCNN,poi50,denoised,28.30677777,0.001476802
DnCNN,poi50,original,14.06537057,0.039215968
DnCNN,poi50,denoised,28.41988287,0.001438837
DnCNN,poi50,original,14.05511437,0.039308689
DnCNN,poi50,denoised,28.10492596,0.001547061
DnCNN,poi50,original,14.1289798,0.038645775
DnCNN,poi50,denoised,27.87532855,0.00163105
DnCNN,poi50,original,14.13898985,0.038556803
DnCNN,poi50,denoised,28.10294669,0.001547766
DnCNN,poi50,original,14.14008379,0.038547092
DnCNN,poi50,denoised,27.99931659,0.001585143
DnCNN,poi50,original,14.12606542,0.038671717
DnCNN,poi50,denoised,27.9969937,0.001585991
DnCNN,poi50,original,14.19071879,0.038100276
DnCNN,poi50,denoised,28.16238521,0.001526727
DnCNN,poi50,original,14.16261379,0.038347638
DnCNN,poi50,denoised,28.16314146,0.001526461
DnCNN,poiimg,original,48.51101912,1.41E-05
DnCNN,poiimg,denoised,9.492396981,0.112398445
DnCNN,poiimg,original,46.51001619,2.23E-05
DnCNN,poiimg,denoised,11.9347816,0.064050399
DnCNN,poiimg,original,48.12754773,1.54E-05
DnCNN,poiimg,denoised,12.23397667,0.05978639
DnCNN,poiimg,original,47.01523841,1.99E-05
DnCNN,poiimg,denoised,12.21303122,0.060075429
DnCNN,poiimg,original,47.38794334,1.82E-05
DnCNN,poiimg,denoised,12.01396016,0.062893242
DnCNN,poiimg,original,47.15961951,1.92E-05
DnCNN,poiimg,denoised,11.78234646,0.066338455
DnCNN,poiimg,original,46.12359809,2.44E-05
DnCNN,poiimg,denoised,11.42235978,0.072071576
DnCNN,poiimg,original,48.28069527,1.49E-05
DnCNN,poiimg,denoised,11.0945081,0.077722935
DnCNN,poiimg,original,47.48584943,1.78E-05
DnCNN,poiimg,denoised,10.36380897,0.091964265
DnCNN,poiimg,original,47.31733062,1.85E-05
DnCNN,poiimg,denoised,10.03647686,0.099163607
DnCNN,poiimg,original,48.14156576,1.53E-05
DnCNN,poiimg,denoised,9.489244627,0.112480059
DnCNN,poiimg,original,48.20582065,1.51E-05
DnCNN,poiimg,denoised,9.773029565,0.105365163
DnCNN,poiimg,original,48.55712549,1.39E-05
DnCNN,poiimg,denoised,8.917862124,0.128296198
DnCNN,poiimg,original,49.09922515,1.23E-05
DnCNN,poiimg,denoised,10.2581028,0.094230115
DnCNN,poiimg,original,47.75643907,1.68E-05
DnCNN,poiimg,denoised,10.95093741,0.08033527
DnCNN,poiimg,original,47.97113192,1.60E-05
DnCNN,poiimg,denoised,11.39315911,0.072557797
DnCNN,poiimg,original,47.34551053,1.84E-05
DnCNN,poiimg,denoised,11.72940575,0.067152073
DnCNN,poiimg,original,48.3897184,1.45E-05
DnCNN,poiimg,denoised,11.99681823,0.063141977
DnCNN,poiimg,original,47.16761402,1.92E-05
DnCNN,poiimg,denoised,11.95809461,0.063707497
DnCNN,poiimg,original,47.14384748,1.93E-05
DnCNN,poiimg,denoised,11.95931852,0.063689545
DnCNN,poiimg,original,47.4765005,1.79E-05
DnCNN,poiimg,denoised,12.58737948,0.055114015
DnCNN,poiimg,original,46.02166887,2.50E-05
DnCNN,poiimg,denoised,12.28043888,0.059150186
DnCNN,poiimg,original,47.10175239,1.95E-05
DnCNN,poiimg,denoised,12.12948973,0.061242234
DnCNN,poiimg,original,46.95916839,2.01E-05
DnCNN,poiimg,denoised,12.22209708,0.059950152
DnCNN,poiimg,original,46.55495191,2.21E-05
DnCNN,poiimg,denoised,12.1383515,0.061117397
DnCNN,poiimg,original,47.125806,1.94E-05
DnCNN,poiimg,denoised,11.88558398,0.064780098
DnCNN,poiimg,original,47.22425609,1.89E-05
DnCNN,poiimg,denoised,11.45989148,0.071451418
DnCNN,poiimg,original,46.22461586,2.39E-05
DnCNN,poiimg,denoised,11.21901138,0.075526413
DnCNN,poiimg,original,47.13805567,1.93E-05
DnCNN,poiimg,denoised,11.12759944,0.07713297
DnCNN,poiimg,original,47.52543064,1.77E-05
DnCNN,poiimg,denoised,10.9580667,0.080203502
DnCNN,poiimg,original,47.57482272,1.75E-05
DnCNN,poiimg,denoised,10.58736472,0.087350124
DnCNN,poiimg,original,47.66633982,1.71E-05
DnCNN,poiimg,denoised,12.35150028,0.058190216
DnCNN,poiimg,original,47.26827346,1.88E-05
DnCNN,poiimg,denoised,10.25324885,0.094335491
DnCNN,poiimg,original,48.24309661,1.50E-05
DnCNN,poiimg,denoised,12.01572336,0.062867713
DnCNN,poiimg,original,46.41083482,2.29E-05
DnCNN,poiimg,denoised,12.24266181,0.059666947
DnCNN,poiimg,original,47.78552171,1.67E-05
DnCNN,poiimg,denoised,12.71888771,0.053470129
DnCNN,poiimg,original,46.99479577,2.00E-05
DnCNN,poiimg,denoised,12.71370212,0.053534012
DnCNN,poiimg,original,47.88481836,1.63E-05
DnCNN,poiimg,denoised,12.36954854,0.057948893
DnCNN,poiimg,original,47.10852548,1.95E-05
DnCNN,poiimg,denoised,12.46984795,0.056625911
DnCNN,poiimg,original,47.33428895,1.85E-05
DnCNN,poiimg,denoised,12.26664061,0.059338415
DnCNN,poiimg,original,47.56642433,1.75E-05
DnCNN,poiimg,denoised,9.303713355,0.117389341
DnCNN,poiimg,original,45.94498931,2.54E-05
DnCNN,poiimg,denoised,10.03964341,0.09909133
DnCNN,poiimg,original,47.88964302,1.63E-05
DnCNN,poiimg,denoised,10.14550721,0.096705078
DnCNN,poiimg,original,47.41511324,1.81E-05
DnCNN,poiimg,denoised,9.987996724,0.100276768
DnCNN,poiimg,original,47.56919031,1.75E-05
DnCNN,poiimg,denoised,9.898839142,0.102356655
DnCNN,poiimg,original,47.15111974,1.93E-05
DnCNN,poiimg,denoised,9.842261193,0.103698836
DnCNN,poiimg,original,46.84148263,2.07E-05
DnCNN,poiimg,denoised,9.693673602,0.107308133
DnCNN,poiimg,original,46.69004568,2.14E-05
DnCNN,poiimg,denoised,9.410093679,0.114548823
DnCNN,poiimg,original,47.82359236,1.65E-05
DnCNN,poiimg,denoised,9.054802022,0.12431393
DnCNN,poiimg,original,47.0408431,1.98E-05
DnCNN,poiimg,denoised,8.789047321,0.132158551
DnCNN,poiimg,original,47.43088699,1.81E-05
DnCNN,poiimg,denoised,8.510840719,0.140901601
DnCNN,poiimg,original,46.81261276,2.08E-05
DnCNN,poiimg,denoised,9.111778696,0.122693662
DnCNN,poiimg,original,47.77360519,1.67E-05
DnCNN,poiimg,denoised,8.195146545,0.151525367
DnCNN,poiimg,original,48.64801903,1.37E-05
DnCNN,poiimg,denoised,9.009628559,0.125613739
DnCNN,poiimg,original,47.34478567,1.84E-05
DnCNN,poiimg,denoised,9.052463725,0.124380881
DnCNN,poiimg,original,47.865471,1.63E-05
DnCNN,poiimg,denoised,9.416076387,0.114391133
DnCNN,poiimg,original,47.73458075,1.68E-05
DnCNN,poiimg,denoised,9.768301093,0.105479944
DnCNN,poiimg,original,47.29649425,1.86E-05
DnCNN,poiimg,denoised,9.876315563,0.102888881
DnCNN,poiimg,original,46.22993916,2.38E-05
DnCNN,poiimg,denoised,9.98713114,0.100296756
DnCNN,poiimg,original,47.22126103,1.90E-05
DnCNN,poiimg,denoised,9.97322635,0.10061839
DnCNN,poiimg,original,47.5142059,1.77E-05
DnCNN,poiimg,denoised,11.59017277,0.069339822
DnCNN,poiimg,original,46.57911405,2.20E-05
DnCNN,poiimg,denoised,16.37745949,0.023027885
DnCNN,poiimg,original,47.18338553,1.91E-05
DnCNN,poiimg,denoised,16.93331497,0.020261356
DnCNN,poiimg,original,46.73036107,2.12E-05
DnCNN,poiimg,denoised,16.19749499,0.02400217
DnCNN,poiimg,original,48.05471268,1.57E-05
DnCNN,poiimg,denoised,15.42146094,0.02869815
DnCNN,poiimg,original,46.78170501,2.10E-05
DnCNN,poiimg,denoised,14.93480571,0.032101064
DnCNN,poiimg,original,45.92031474,2.56E-05
DnCNN,poiimg,denoised,14.60861912,0.034604939
DnCNN,poiimg,original,46.56478233,2.21E-05
DnCNN,poiimg,denoised,14.62966053,0.034437685
DnCNN,poiimg,original,47.69727919,1.70E-05
DnCNN,poiimg,denoised,14.56700439,0.034938122
DnCNN,poiimg,original,48.00886628,1.58E-05
DnCNN,poiimg,denoised,14.10292826,0.038878292
DnCNN,poiimg,original,47.84559947,1.64E-05
DnCNN,poiimg,denoised,13.87161321,0.041005176
DnCNN,poiimg,original,48.42199086,1.44E-05
DnCNN,poiimg,denoised,12.74560732,0.053142168
DnCNN,poiimg,original,47.90177948,1.62E-05
DnCNN,poiimg,denoised,13.17522763,0.048136802
DnCNN,poiimg,original,47.77390526,1.67E-05
DnCNN,poiimg,denoised,13.41434533,0.045558086
DnCNN,poiimg,original,47.35412737,1.84E-05
DnCNN,poiimg,denoised,12.79216215,0.052575545
DnCNN,poiimg,original,46.94072063,2.02E-05
DnCNN,poiimg,denoised,13.72939075,0.04237024
DnCNN,poiimg,original,47.39912114,1.82E-05
DnCNN,poiimg,denoised,15.16029269,0.030476896
DnCNN,poiimg,original,47.84631126,1.64E-05
DnCNN,poiimg,denoised,15.14792911,0.030563782
DnCNN,poiimg,original,48.16240483,1.53E-05
DnCNN,poiimg,denoised,14.18457783,0.038154188
DnCNN,poiimg,original,48.47690514,1.42E-05
DnCNN,poiimg,denoised,14.12512001,0.038680137
DnCNN,poiimg,original,48.44247311,1.43E-05
DnCNN,poiimg,denoised,11.71605595,0.06735881
DnCNN,poiimg,original,46.77407191,2.10E-05
DnCNN,poiimg,denoised,14.53853496,0.035167906
DnCNN,poiimg,original,47.49765789,1.78E-05
DnCNN,poiimg,denoised,14.49307051,0.035537997
DnCNN,poiimg,original,48.16787657,1.52E-05
DnCNN,poiimg,denoised,14.36488114,0.036602596
DnCNN,poiimg,original,46.65875704,2.16E-05
DnCNN,poiimg,denoised,14.00934382,0.039725157
DnCNN,poiimg,original,47.54255923,1.76E-05
DnCNN,poiimg,denoised,13.16652331,0.048233377
DnCNN,poiimg,original,48.06250787,1.56E-05
DnCNN,poiimg,denoised,12.89988071,0.051287547
DnCNN,poiimg,original,46.80244572,2.09E-05
DnCNN,poiimg,denoised,12.38756818,0.057708951
DnCNN,poiimg,original,47.40766127,1.82E-05
DnCNN,poiimg,denoised,12.07117343,0.06207013
DnCNN,poiimg,original,47.65046641,1.72E-05
DnCNN,poiimg,denoised,12.21316548,0.060073571
DnCNN,poiimg,original,48.22641614,1.50E-05
DnCNN,poiimg,denoised,11.90291302,0.06452213
DnCNN,poiimg,original,47.50836915,1.77E-05
DnCNN,poiimg,denoised,11.40092101,0.072428234
DnCNN,poiimg,original,48.73224264,1.34E-05
DnCNN,poiimg,denoised,9.842377571,0.103696057
DnCNN,poiimg,original,48.905625,1.29E-05
DnCNN,poiimg,denoised,12.39874794,0.057560586
DnCNN,poiimg,original,47.74768252,1.68E-05
DnCNN,poiimg,denoised,12.80892064,0.052373058
DnCNN,poiimg,original,47.11024185,1.95E-05
DnCNN,poiimg,denoised,13.07080573,0.049308232
DnCNN,poiimg,original,47.25476395,1.88E-05
DnCNN,poiimg,denoised,13.27713367,0.047020434
DnCNN,poiimg,original,47.6157091,1.73E-05
DnCNN,poiimg,denoised,13.74658143,0.042202857
DnCNN,poiimg,original,46.26237011,2.36E-05
DnCNN,poiimg,denoised,14.31342065,0.037038888
DnCNN,poiimg,original,46.84027258,2.07E-05
DnCNN,poiimg,denoised,14.51357495,0.035370606
